股票代码,行业,股票名称,市盈率得分,财务得分,总分
300145.SZ,专用机械,中金环境,40.0,44.0,42.0
300146.SZ,医疗保健,汤臣倍健,24.0,59.0,41.5
300147.SZ,中成药,香雪制药,32.0,54.0,43.0
300148.SZ,互联网,天舟文化,16.0,51.0,33.5
300149.SZ,生物制药,睿智医药,32.0,64.0,48.0
300150.SZ,软件服务,世纪瑞尔,32.0,47.0,39.5
300151.SZ,专用机械,昌红科技,8.0,67.0,37.5
300152.SZ,环境保护,科融环境,8.0,50.0,29.0
300153.SZ,电气设备,科泰电源,24.0,46.0,35.0
300154.SZ,机械基件,瑞凌股份,24.0,58.0,41.0
300155.SZ,元器件,安居宝,24.0,45.0,34.5
300157.SZ,石油开采,恒泰艾普,8.0,39.0,23.5
300158.SZ,化学制药,振东制药,32.0,50.0,41.0
300159.SZ,航空,新研股份,32.0,47.0,39.5
300160.SZ,玻璃,秀强股份,24.0,59.0,41.5
300161.SZ,机床制造,华中数控,24.0,56.0,40.0
300162.SZ,元器件,雷曼光电,24.0,37.0,30.5
300163.SZ,其他建材,先锋新材,8.0,59.0,33.5
300164.SZ,石油开采,通源石油,16.0,41.0,28.5
300165.SZ,电器仪表,天瑞仪器,32.0,41.0,36.5
300166.SZ,软件服务,东方国信,24.0,61.0,42.5
300167.SZ,软件服务,迪威迅,24.0,46.0,35.0
300168.SZ,软件服务,万达信息,32.0,43.0,37.5
300169.SZ,塑料,天晟新材,24.0,34.0,29.0
300170.SZ,软件服务,汉得信息,32.0,61.0,46.5
300171.SZ,医疗保健,东富龙,24.0,52.0,38.0
300172.SZ,环境保护,中电环保,16.0,61.0,38.5
300173.SZ,轻工机械,福能东方,8.0,38.0,23.0
300174.SZ,化工原料,元力股份,24.0,66.0,45.0
300175.SZ,食品,朗源股份,8.0,46.0,27.0
300176.SZ,汽车配件,派生科技,24.0,43.0,33.5
300177.SZ,通信设备,中海达,24.0,47.0,35.5
300178.SZ,旅游服务,*ST腾邦,40.0,36.0,38.0
300179.SZ,矿物制品,四方达,28.0,59.0,43.5
300180.SZ,化纤,华峰超纤,24.0,47.0,35.5
300181.SZ,中成药,佐力药业,16.0,66.0,41.0
300182.SZ,影视音像,捷成股份,24.0,54.0,39.0
300183.SZ,通信设备,东软载波,16.0,47.0,31.5
300184.SZ,商贸代理,力源信息,24.0,48.0,36.0
300185.SZ,工程机械,通裕重工,16.0,63.0,39.5
300187.SZ,环境保护,永清环保,16.0,62.0,39.0
300188.SZ,软件服务,美亚柏科,36.0,58.0,47.0
300189.SZ,种植业,神农科技,8.0,41.0,24.5
300190.SZ,环境保护,维尔利,32.0,60.0,46.0
300191.SZ,石油开采,潜能恒信,8.0,62.0,35.0
300192.SZ,文教休闲,科德教育,32.0,73.0,52.5
300193.SZ,专用机械,佳士科技,24.0,55.0,39.5
300194.SZ,化学制药,福安药业,32.0,50.0,41.0
300195.SZ,轻工机械,长荣股份,24.0,44.0,34.0
300196.SZ,玻璃,长海股份,24.0,68.0,46.0
300197.SZ,环境保护,节能铁汉,32.0,37.0,34.5
300198.SZ,塑料,纳川股份,16.0,46.0,31.0
300199.SZ,化学制药,翰宇药业,8.0,46.0,27.0
300200.SZ,化工原料,高盟新材,24.0,63.0,43.5
300201.SZ,专用机械,海伦哲,40.0,53.0,46.5
300202.SZ,IT设备,*ST聚龙,16.0,49.0,32.5
300203.SZ,环境保护,聚光科技,24.0,57.0,40.5
300204.SZ,生物制药,舒泰神,40.0,41.0,40.5
300205.SZ,通信设备,天喻信息,24.0,50.0,37.0
300206.SZ,医疗保健,理邦仪器,32.0,64.0,48.0
300207.SZ,元器件,欣旺达,32.0,49.0,40.5
300208.SZ,电气设备,青岛中程,8.0,40.0,24.0
300209.SZ,互联网,天泽信息,32.0,50.0,41.0
300210.SZ,专用机械,森远股份,16.0,40.0,28.0
300211.SZ,通信设备,亿通科技,8.0,63.0,35.5
300212.SZ,软件服务,易华录,16.0,52.0,34.0
300213.SZ,通信设备,佳讯飞鸿,16.0,58.0,37.0
300214.SZ,化工原料,日科化学,32.0,73.0,52.5
300215.SZ,电气设备,电科院,8.0,74.0,41.0
300217.SZ,家用电器,东方电热,16.0,50.0,33.0
300218.SZ,塑料,安利股份,24.0,59.0,41.5
300219.SZ,元器件,鸿利智汇,32.0,56.0,44.0
300220.SZ,元器件,金运激光,16.0,48.0,32.0
300221.SZ,塑料,银禧科技,24.0,60.0,42.0
300222.SZ,电气设备,科大智能,24.0,36.0,30.0
300223.SZ,半导体,北京君正,24.0,57.0,40.5
300224.SZ,元器件,正海磁材,24.0,65.0,44.5
300225.SZ,染料涂料,金力泰,16.0,53.0,34.5
300226.SZ,互联网,上海钢联,40.0,56.0,48.0
300227.SZ,元器件,光韵达,24.0,59.0,41.5
300228.SZ,化工机械,富瑞特装,16.0,46.0,31.0
300229.SZ,软件服务,拓尔思,24.0,58.0,41.0
300230.SZ,塑料,永利股份,32.0,51.0,41.5
300231.SZ,软件服务,银信科技,88.0,47.0,67.5
300232.SZ,半导体,洲明科技,40.0,57.0,48.5
300233.SZ,化学制药,金城医药,24.0,68.0,46.0
300234.SZ,陶瓷,开尔新材,8.0,42.0,25.0
300235.SZ,软件服务,方直科技,8.0,63.0,35.5
300236.SZ,半导体,上海新阳,16.0,60.0,38.0
300237.SZ,建筑工程,美晨生态,24.0,49.0,36.5
300238.SZ,医疗保健,冠昊生物,24.0,42.0,33.0
300239.SZ,生物制药,东宝生物,32.0,47.0,39.5
300240.SZ,仓储物流,飞力达,32.0,62.0,47.0
300241.SZ,半导体,瑞丰光电,32.0,37.0,34.5
300242.SZ,互联网,佳云科技,40.0,66.0,53.0
300243.SZ,化工原料,瑞丰高材,32.0,53.0,42.5
300244.SZ,医疗保健,迪安诊断,40.0,57.0,48.5
300245.SZ,软件服务,天玑科技,24.0,52.0,38.0
300246.SZ,医疗保健,宝莱特,32.0,62.0,47.0
300247.SZ,医疗保健,融捷健康,24.0,44.0,34.0
300248.SZ,软件服务,新开普,16.0,57.0,36.5
300249.SZ,软件服务,依米康,32.0,42.0,37.0
300250.SZ,软件服务,初灵信息,24.0,46.0,35.0
300251.SZ,影视音像,光线传媒,8.0,65.0,36.5
300252.SZ,通信设备,金信诺,32.0,65.0,48.5
300253.SZ,软件服务,卫宁健康,8.0,57.0,32.5
300254.SZ,化学制药,仟源医药,32.0,42.0,37.0
300255.SZ,生物制药,常山药业,40.0,55.0,47.5
300256.SZ,元器件,*ST星星,40.0,47.0,43.5
300257.SZ,机械基件,开山股份,24.0,51.0,37.5
300258.SZ,汽车配件,精锻科技,16.0,60.0,38.0
300259.SZ,电器仪表,新天科技,24.0,60.0,42.0
300260.SZ,机械基件,新莱应材,16.0,52.0,34.0
300261.SZ,农药化肥,雅本化学,0.0,59.0,29.5
300262.SZ,水务,巴安水务,8.0,40.0,24.0
300263.SZ,专用机械,隆华科技,24.0,58.0,41.0
300264.SZ,通信设备,佳创视讯,8.0,40.0,24.0
300265.SZ,电气设备,通光线缆,32.0,51.0,41.5
300266.SZ,环境保护,兴源环境,24.0,40.0,32.0
300267.SZ,化学制药,尔康制药,24.0,59.0,41.5
300268.SZ,农业综合,佳沃食品,40.0,35.0,37.5
300269.SZ,半导体,ST联建,32.0,47.0,39.5
300270.SZ,通信设备,中威电子,8.0,39.0,23.5
300271.SZ,软件服务,华宇软件,68.0,54.0,61.0
300272.SZ,家用电器,开能健康,16.0,62.0,39.0
300273.SZ,医疗保健,和佳医疗,32.0,46.0,39.0
300274.SZ,电气设备,阳光电源,8.0,59.0,33.5
300275.SZ,工程机械,梅安森,8.0,53.0,30.5
300276.SZ,专用机械,三丰智能,24.0,41.0,32.5
300277.SZ,软件服务,海联讯,16.0,58.0,37.0
300278.SZ,专用机械,*ST华昌,32.0,54.0,43.0
300279.SZ,元器件,和晶科技,32.0,48.0,40.0
300280.SZ,广告包装,紫天科技,24.0,65.0,44.5
300281.SZ,专用机械,金明精机,24.0,61.0,42.5
300282.SZ,文教休闲,三盛教育,24.0,54.0,39.0
300283.SZ,电气设备,温州宏丰,32.0,54.0,43.0
300284.SZ,建筑工程,苏交科,24.0,59.0,41.5
300285.SZ,陶瓷,国瓷材料,8.0,58.0,33.0
300286.SZ,电器仪表,安科瑞,52.0,57.0,54.5
300287.SZ,软件服务,飞利信,24.0,53.0,38.5
300288.SZ,软件服务,朗玛信息,16.0,66.0,41.0
300289.SZ,医疗保健,利德曼,24.0,56.0,40.0
300290.SZ,软件服务,荣科科技,24.0,55.0,39.5
300291.SZ,影视音像,华录百纳,8.0,66.0,37.0
300292.SZ,软件服务,吴通控股,40.0,57.0,48.5
300293.SZ,专用机械,蓝英装备,32.0,45.0,38.5
300294.SZ,生物制药,博雅生物,32.0,60.0,46.0
300295.SZ,互联网,三六五网,16.0,49.0,32.5
300296.SZ,半导体,利亚德,32.0,52.0,42.0
300297.SZ,软件服务,蓝盾股份,24.0,42.0,33.0
300298.SZ,医疗保健,三诺生物,24.0,57.0,40.5
300299.SZ,互联网,富春股份,16.0,53.0,34.5
300300.SZ,软件服务,海峡创新,24.0,49.0,36.5
300301.SZ,半导体,长方集团,40.0,43.0,41.5
300302.SZ,软件服务,同有科技,8.0,41.0,24.5
300303.SZ,半导体,聚飞光电,32.0,63.0,47.5
300304.SZ,汽车配件,云意电气,16.0,54.0,35.0
300305.SZ,塑料,裕兴股份,24.0,65.0,44.5
300306.SZ,电器仪表,远方信息,24.0,59.0,41.5
300307.SZ,纺织机械,慈星股份,8.0,42.0,25.0
300308.SZ,通信设备,中际旭创,16.0,55.0,35.5
300309.SZ,多元金融,吉艾科技,16.0,52.0,34.0
300310.SZ,通信设备,宜通世纪,32.0,62.0,47.0
300311.SZ,软件服务,任子行,24.0,44.0,34.0
300312.SZ,通信设备,*ST邦讯,8.0,43.0,25.5
300313.SZ,农业综合,ST天山,8.0,45.0,26.5
300314.SZ,医疗保健,戴维医疗,24.0,48.0,36.0
300315.SZ,互联网,掌趣科技,16.0,75.0,45.5
300316.SZ,专用机械,晶盛机电,8.0,65.0,36.5
300317.SZ,半导体,珈伟新能,24.0,47.0,35.5
300318.SZ,医疗保健,博晖创新,24.0,33.0,28.5
300319.SZ,元器件,麦捷科技,24.0,67.0,45.5
300320.SZ,橡胶,海达股份,24.0,57.0,40.5
300321.SZ,塑料,同大股份,24.0,52.0,38.0
300322.SZ,通信设备,硕贝德,24.0,52.0,38.0
300323.SZ,半导体,华灿光电,32.0,37.0,34.5
300324.SZ,软件服务,旋极信息,32.0,47.0,39.5
300325.SZ,塑料,*ST德威,24.0,48.0,36.0
300326.SZ,医疗保健,凯利泰,24.0,55.0,39.5
300327.SZ,半导体,中颖电子,16.0,66.0,41.0
300328.SZ,铝,宜安科技,8.0,66.0,37.0
300329.SZ,文教休闲,海伦钢琴,24.0,54.0,39.0
300330.SZ,软件服务,华虹计通,24.0,48.0,36.0
300331.SZ,元器件,苏大维格,24.0,52.0,38.0
300332.SZ,供气供热,天壕环境,8.0,55.0,31.5
300333.SZ,软件服务,兆日科技,8.0,49.0,28.5
300334.SZ,水务,津膜科技,16.0,49.0,32.5
300335.SZ,供气供热,迪森股份,24.0,62.0,43.0
300336.SZ,影视音像,新文化,8.0,49.0,28.5
300337.SZ,铝,银邦股份,16.0,50.0,33.0
300338.SZ,文教休闲,开元教育,32.0,48.0,40.0
300339.SZ,软件服务,润和软件,24.0,51.0,37.5
300340.SZ,电气设备,科恒股份,32.0,45.0,38.5
300341.SZ,电气设备,麦克奥迪,24.0,66.0,45.0
300342.SZ,家用电器,天银机电,8.0,54.0,31.0
300343.SZ,化工原料,联创股份,8.0,51.0,29.5
300344.SZ,软件服务,立方数科,8.0,44.0,26.0
300345.SZ,机械基件,华民股份,8.0,57.0,32.5
300346.SZ,元器件,南大光电,8.0,59.0,33.5
300347.SZ,医疗保健,泰格医药,8.0,59.0,33.5
300348.SZ,软件服务,长亮科技,24.0,53.0,38.5
300349.SZ,电器仪表,金卡智能,40.0,59.0,49.5
300350.SZ,仓储物流,华鹏飞,8.0,44.0,26.0
300351.SZ,运输设备,永贵电器,16.0,45.0,30.5
300352.SZ,软件服务,北信源,8.0,39.0,23.5
300353.SZ,通信设备,东土科技,16.0,40.0,28.0
300354.SZ,电器仪表,东华测试,8.0,42.0,25.0
300355.SZ,环境保护,蒙草生态,24.0,44.0,34.0
300356.SZ,电气设备,ST光一,24.0,45.0,34.5
300357.SZ,生物制药,我武生物,68.0,64.0,66.0
300358.SZ,医疗保健,楚天科技,40.0,58.0,49.0
300359.SZ,文教休闲,全通教育,24.0,49.0,36.5
300360.SZ,电器仪表,炬华科技,24.0,55.0,39.5
300363.SZ,化学制药,博腾股份,8.0,65.0,36.5
300364.SZ,出版业,中文在线,8.0,49.0,28.5
300365.SZ,软件服务,恒华科技,16.0,51.0,33.5
300366.SZ,软件服务,创意信息,32.0,39.0,35.5
300367.SZ,IT设备,ST网力,8.0,45.0,26.5
300368.SZ,IT设备,汇金股份,24.0,53.0,38.5
300369.SZ,软件服务,绿盟科技,24.0,72.0,48.0
300370.SZ,电器仪表,ST安控,32.0,44.0,38.0
300371.SZ,电器仪表,汇中股份,24.0,62.0,43.0
300373.SZ,半导体,扬杰科技,24.0,64.0,44.0
300374.SZ,其他建材,中铁装配,8.0,45.0,26.5
300375.SZ,汽车配件,鹏翎股份,48.0,69.0,58.5
300376.SZ,电气设备,易事特,16.0,62.0,39.0
300377.SZ,软件服务,赢时胜,16.0,61.0,38.5
300378.SZ,软件服务,鼎捷软件,32.0,70.0,51.0
300379.SZ,软件服务,东方通,8.0,65.0,36.5
300380.SZ,软件服务,安硕信息,32.0,53.0,42.5
300381.SZ,化学制药,溢多利,24.0,64.0,44.0
300382.SZ,专用机械,斯莱克,8.0,56.0,32.0
300383.SZ,电信运营,光环新网,24.0,64.0,44.0
300384.SZ,建筑工程,三联虹普,8.0,67.0,37.5
300385.SZ,环境保护,雪浪环境,32.0,44.0,38.0
300386.SZ,软件服务,飞天诚信,16.0,50.0,33.0
300387.SZ,化工原料,富邦股份,24.0,61.0,42.5
300388.SZ,环境保护,节能国祯,32.0,65.0,48.5
300389.SZ,半导体,艾比森,40.0,54.0,47.0
300390.SZ,电气设备,天华超净,8.0,67.0,37.5
300391.SZ,机械基件,康跃科技,32.0,38.0,35.0
300392.SZ,互联网,腾信股份,8.0,51.0,29.5
300393.SZ,塑料,中来股份,24.0,46.0,35.0
300394.SZ,通信设备,天孚通信,8.0,64.0,36.0
300395.SZ,玻璃,菲利华,8.0,56.0,32.0
300396.SZ,医疗保健,迪瑞医疗,24.0,57.0,40.5
300397.SZ,通信设备,天和防务,8.0,64.0,36.0
300398.SZ,染料涂料,飞凯材料,16.0,49.0,32.5
300399.SZ,互联网,天利科技,24.0,54.0,39.0
300400.SZ,专用机械,劲拓股份,24.0,66.0,45.0
300401.SZ,食品,花园生物,8.0,52.0,30.0
300402.SZ,专用机械,宝色股份,24.0,63.0,43.5
300403.SZ,家用电器,汉宇集团,16.0,54.0,35.0
300404.SZ,医疗保健,博济医药,16.0,52.0,34.0
300405.SZ,化工原料,科隆股份,32.0,36.0,34.0
300406.SZ,医疗保健,九强生物,24.0,46.0,35.0
300407.SZ,电气设备,凯发电气,32.0,67.0,49.5
300408.SZ,元器件,三环集团,8.0,64.0,36.0
300409.SZ,陶瓷,道氏技术,32.0,63.0,47.5
300410.SZ,电器仪表,正业科技,32.0,44.0,38.0
300411.SZ,专用机械,金盾股份,24.0,46.0,35.0
300412.SZ,医疗保健,迦南科技,24.0,50.0,37.0
300413.SZ,影视音像,芒果超媒,16.0,63.0,39.5
300414.SZ,通信设备,中光防雷,16.0,53.0,34.5
300415.SZ,专用机械,伊之密,32.0,70.0,51.0
300416.SZ,电器仪表,苏试试验,24.0,66.0,45.0
300417.SZ,电器仪表,南华仪器,16.0,68.0,42.0
300418.SZ,互联网,昆仑万维,24.0,65.0,44.5
300419.SZ,软件服务,浩丰科技,24.0,48.0,36.0
300420.SZ,机械基件,五洋停车,24.0,56.0,40.0
300421.SZ,机械基件,力星股份,16.0,66.0,41.0
300422.SZ,环境保护,博世科,40.0,53.0,46.5
300423.SZ,电气设备,昇辉科技,24.0,60.0,42.0
300424.SZ,航空,航新科技,32.0,54.0,43.0
300425.SZ,环境保护,中建环能,24.0,56.0,40.0
300426.SZ,影视音像,唐德影视,8.0,54.0,31.0
300427.SZ,电气设备,红相股份,24.0,69.0,46.5
300428.SZ,汽车配件,立中集团,32.0,56.0,44.0
300429.SZ,化工原料,强力新材,16.0,57.0,36.5
300430.SZ,电器仪表,诚益通,32.0,60.0,46.0
300432.SZ,汽车配件,富临精工,8.0,70.0,39.0
300433.SZ,元器件,蓝思科技,32.0,75.0,53.5
300434.SZ,化学制药,金石亚药,24.0,49.0,36.5
300435.SZ,供气供热,中泰股份,16.0,60.0,38.0
300436.SZ,化学制药,广生堂,8.0,59.0,33.5
300437.SZ,化工原料,清水源,16.0,45.0,30.5
300438.SZ,电气设备,鹏辉能源,24.0,65.0,44.5
300439.SZ,医疗保健,美康生物,32.0,65.0,48.5
300440.SZ,软件服务,运达科技,24.0,61.0,42.5
300441.SZ,机床制造,鲍斯股份,32.0,75.0,53.5
300442.SZ,轻工机械,普丽盛,8.0,46.0,27.0
300443.SZ,电气设备,金雷股份,8.0,57.0,32.5
300444.SZ,电气设备,双杰电气,24.0,46.0,35.0
300445.SZ,电器仪表,康斯特,16.0,67.0,41.5
300446.SZ,化工原料,*ST乐材,8.0,59.0,33.5
300447.SZ,电气设备,全信股份,16.0,56.0,36.0
300448.SZ,软件服务,浩云科技,16.0,64.0,40.0
300449.SZ,IT设备,汉邦高科,16.0,55.0,35.5
300450.SZ,专用机械,先导智能,8.0,58.0,33.0
300451.SZ,软件服务,创业慧康,52.0,54.0,53.0
300452.SZ,化学制药,山河药辅,16.0,61.0,38.5
300453.SZ,医疗保健,三鑫医疗,32.0,65.0,48.5
300454.SZ,软件服务,深信服,8.0,67.0,37.5
300455.SZ,运输设备,康拓红外,16.0,47.0,31.5
300456.SZ,元器件,赛微电子,8.0,61.0,34.5
300457.SZ,专用机械,赢合科技,24.0,61.0,42.5
300458.SZ,元器件,全志科技,8.0,71.0,39.5
300459.SZ,互联网,汤姆猫,8.0,48.0,28.0
300460.SZ,元器件,惠伦晶体,16.0,44.0,30.0
300461.SZ,专用机械,田中精机,16.0,49.0,32.5
300462.SZ,专用机械,华铭智能,32.0,47.0,39.5
300463.SZ,医疗保健,迈克生物,32.0,59.0,45.5
300464.SZ,机械基件,星徽股份,40.0,62.0,51.0
300465.SZ,软件服务,高伟达,32.0,55.0,43.5
300466.SZ,电器仪表,赛摩智能,24.0,43.0,33.5
300467.SZ,互联网,迅游科技,16.0,50.0,33.0
300468.SZ,软件服务,四方精创,64.0,55.0,59.5
300469.SZ,软件服务,信息发展,24.0,54.0,39.0
300470.SZ,机械基件,中密控股,8.0,65.0,36.5
300471.SZ,专用机械,厚普股份,8.0,44.0,26.0
300472.SZ,专用机械,新元科技,24.0,40.0,32.0
300473.SZ,汽车配件,德尔股份,32.0,52.0,42.0
300474.SZ,元器件,景嘉微,8.0,58.0,33.0
300475.SZ,家用电器,香农芯创,24.0,66.0,45.0
300476.SZ,元器件,胜宏科技,24.0,64.0,44.0
300477.SZ,电气设备,合纵科技,24.0,51.0,37.5
300478.SZ,橡胶,杭州高新,24.0,49.0,36.5
300479.SZ,软件服务,神思电子,40.0,55.0,47.5
300480.SZ,专用机械,光力科技,8.0,62.0,35.0
300481.SZ,化工原料,濮阳惠成,16.0,65.0,40.5
300482.SZ,医疗保健,万孚生物,24.0,67.0,45.5
300483.SZ,石油开采,首华燃气,60.0,65.0,62.5
300484.SZ,电气设备,蓝海华腾,16.0,44.0,30.0
300485.SZ,生物制药,赛升药业,32.0,66.0,49.0
300486.SZ,专用机械,东杰智能,32.0,47.0,39.5
300487.SZ,化工原料,蓝晓科技,8.0,54.0,31.0
300488.SZ,机械基件,恒锋工具,8.0,67.0,37.5
300489.SZ,铝,光智科技,8.0,50.0,29.0
300490.SZ,电气设备,华自科技,24.0,51.0,37.5
300491.SZ,电气设备,通合科技,8.0,50.0,29.0
300492.SZ,建筑工程,华图山鼎,8.0,65.0,36.5
300493.SZ,通信设备,润欣科技,32.0,76.0,54.0
300494.SZ,互联网,盛天网络,24.0,70.0,47.0
300495.SZ,环境保护,*ST美尚,8.0,39.0,23.5
300496.SZ,软件服务,中科创达,44.0,73.0,58.5
300497.SZ,化学制药,富祥药业,16.0,68.0,42.0
300498.SZ,农业综合,温氏股份,32.0,68.0,50.0
300499.SZ,专用机械,高澜股份,32.0,55.0,43.5
300500.SZ,建筑工程,启迪设计,24.0,69.0,46.5
300501.SZ,广告包装,海顺新材,16.0,59.0,37.5
300502.SZ,通信设备,新易盛,16.0,67.0,41.5
300503.SZ,机械基件,昊志机电,24.0,54.0,39.0
300504.SZ,通信设备,天邑股份,32.0,56.0,44.0
300505.SZ,化工原料,川金诺,24.0,49.0,36.5
300506.SZ,建筑工程,名家汇,8.0,48.0,28.0
300507.SZ,汽车配件,苏奥传感,8.0,63.0,35.5
300508.SZ,软件服务,维宏股份,16.0,67.0,41.5
300509.SZ,专用机械,新美星,32.0,70.0,51.0
300510.SZ,电气设备,金冠股份,16.0,51.0,33.5
300511.SZ,种植业,雪榕生物,32.0,68.0,50.0
300512.SZ,专用机械,中亚股份,24.0,47.0,35.5
300513.SZ,软件服务,恒实科技,32.0,56.0,44.0
300514.SZ,电器仪表,友讯达,32.0,68.0,50.0
300515.SZ,电器仪表,三德科技,16.0,65.0,40.5
300516.SZ,电器仪表,久之洋,16.0,62.0,39.0
300517.SZ,建筑工程,海波重科,16.0,58.0,37.0
300518.SZ,互联网,盛讯达,8.0,72.0,40.0
300519.SZ,中成药,新光药业,8.0,67.0,37.5
300520.SZ,软件服务,科大国创,44.0,61.0,52.5
300521.SZ,专用机械,爱司凯,8.0,44.0,26.0
300522.SZ,染料涂料,世名科技,16.0,63.0,39.5
300523.SZ,软件服务,辰安科技,32.0,52.0,42.0
300525.SZ,软件服务,博思软件,24.0,53.0,38.5
300526.SZ,专用机械,中潜股份,8.0,50.0,29.0
300527.SZ,专用机械,中船应急,24.0,47.0,35.5
300528.SZ,影视音像,幸福蓝海,32.0,65.0,48.5
300529.SZ,医疗保健,健帆生物,16.0,64.0,40.0
300530.SZ,化工原料,*ST达志,8.0,40.0,24.0
300531.SZ,软件服务,优博讯,24.0,66.0,45.0
300532.SZ,软件服务,今天国际,44.0,65.0,54.5
300533.SZ,互联网,冰川网络,16.0,57.0,36.5
300534.SZ,中成药,陇神戎发,0.0,55.0,27.5
300535.SZ,化工原料,达威股份,24.0,46.0,35.0
300536.SZ,建筑工程,农尚环境,8.0,49.0,28.5
300537.SZ,染料涂料,广信材料,24.0,40.0,32.0
300538.SZ,批发业,同益股份,8.0,52.0,30.0
300539.SZ,塑料,横河精密,24.0,58.0,41.0
300540.SZ,专用机械,深冷股份,16.0,45.0,30.5
300541.SZ,软件服务,先进数通,40.0,59.0,49.5
300542.SZ,软件服务,新晨科技,24.0,75.0,49.5
300543.SZ,电气设备,朗科智能,32.0,69.0,50.5
300545.SZ,专用机械,联得装备,24.0,49.0,36.5
300546.SZ,元器件,雄帝科技,24.0,54.0,39.0
300547.SZ,汽车配件,川环科技,16.0,62.0,39.0
300548.SZ,元器件,博创科技,16.0,52.0,34.0
300549.SZ,专用机械,优德精密,24.0,57.0,40.5
300550.SZ,软件服务,和仁科技,24.0,51.0,37.5
300551.SZ,IT设备,古鳌科技,8.0,48.0,28.0
300552.SZ,软件服务,万集科技,24.0,73.0,48.5
300553.SZ,电器仪表,集智股份,16.0,56.0,36.0
300554.SZ,矿物制品,三超新材,72.0,62.0,67.0
300555.SZ,通信设备,路通视信,8.0,67.0,37.5
300556.SZ,软件服务,丝路视觉,32.0,59.0,45.5
300557.SZ,电器仪表,理工光科,32.0,41.0,36.5
300558.SZ,化学制药,贝达药业,8.0,73.0,40.5
300559.SZ,软件服务,佳发教育,16.0,70.0,43.0
300560.SZ,通信设备,中富通,24.0,61.0,42.5
300561.SZ,软件服务,汇金科技,8.0,53.0,30.5
300562.SZ,医疗保健,乐心医疗,40.0,48.0,44.0
300563.SZ,通信设备,神宇股份,24.0,70.0,47.0
300564.SZ,建筑工程,筑博设计,16.0,52.0,34.0
300565.SZ,通信设备,科信技术,24.0,53.0,38.5
300566.SZ,元器件,激智科技,24.0,57.0,40.5
300567.SZ,电器仪表,精测电子,16.0,45.0,30.5
300568.SZ,化工原料,星源材质,8.0,58.0,33.0
300569.SZ,电气设备,天能重工,24.0,52.0,38.0
300570.SZ,元器件,太辰光,16.0,63.0,39.5
300571.SZ,互联网,平治信息,32.0,50.0,41.0
300572.SZ,电器仪表,安车检测,16.0,53.0,34.5
300573.SZ,化学制药,兴齐眼药,16.0,68.0,42.0
300575.SZ,农药化肥,中旗股份,40.0,60.0,50.0
300576.SZ,染料涂料,容大感光,8.0,56.0,32.0
300577.SZ,纺织,开润股份,16.0,50.0,33.0
300578.SZ,通信设备,会畅通讯,16.0,72.0,44.0
300579.SZ,软件服务,数字认证,40.0,57.0,48.5
300580.SZ,汽车配件,贝斯特,52.0,63.0,57.5
300581.SZ,航空,晨曦航空,8.0,46.0,27.0
300582.SZ,半导体,英飞特,32.0,65.0,48.5
300583.SZ,生物制药,赛托生物,40.0,41.0,40.5
300584.SZ,化学制药,海辰药业,24.0,67.0,45.5
300585.SZ,汽车配件,奥联电子,16.0,50.0,33.0
300586.SZ,化工原料,美联新材,16.0,63.0,39.5
300587.SZ,橡胶,天铁股份,8.0,41.0,24.5
300588.SZ,软件服务,熙菱信息,16.0,46.0,31.0
300589.SZ,船舶,江龙船艇,16.0,54.0,35.0
300590.SZ,通信设备,移为通信,8.0,60.0,34.0
300591.SZ,服饰,万里马,8.0,45.0,26.5
300592.SZ,文教休闲,华凯创意,24.0,52.0,38.0
300593.SZ,电气设备,新雷能,8.0,56.0,32.0
300594.SZ,运输设备,朗进科技,24.0,53.0,38.5
300595.SZ,医疗保健,欧普康视,8.0,56.0,32.0
300596.SZ,化工原料,利安隆,24.0,62.0,43.0
300597.SZ,通信设备,吉大通信,24.0,55.0,39.5
300598.SZ,软件服务,诚迈科技,16.0,57.0,36.5
300599.SZ,塑料,雄塑科技,32.0,72.0,52.0
300600.SZ,船舶,国瑞科技,8.0,47.0,27.5
300601.SZ,生物制药,康泰生物,16.0,56.0,36.0
300602.SZ,元器件,飞荣达,24.0,66.0,45.0
300603.SZ,通信设备,立昂技术,24.0,46.0,35.0
