股票代码,行业,股票名称,市盈率得分,财务得分,总分
300992.SZ,专用机械,泰福泵业,24.0,60.0,42.0
300993.SZ,家居用品,玉马遮阳,8.0,44.0,26.0
300994.SZ,文教休闲,久祺股份,32.0,51.0,41.5
300995.SZ,塑料,奇德新材,8.0,48.0,28.0
300996.SZ,软件服务,普联软件,16.0,48.0,32.0
300997.SZ,软饮料,欢乐家,16.0,38.0,27.0
300998.SZ,专用机械,宁波方正,24.0,49.0,36.5
300999.SZ,食品,金龙鱼,24.0,54.0,39.0
301000.SZ,汽车配件,肇民科技,16.0,49.0,32.5
301001.SZ,互联网,凯淳股份,32.0,58.0,45.0
301002.SZ,电气设备,崧盛股份,16.0,49.0,32.5
301003.SZ,塑料,江苏博云,16.0,47.0,31.5
301004.SZ,家居用品,嘉益股份,8.0,46.0,27.0
301005.SZ,汽车配件,超捷股份,8.0,55.0,31.5
301006.SZ,电器仪表,迈拓股份,16.0,51.0,33.5
301007.SZ,汽车配件,德迈仕,16.0,57.0,36.5
301008.SZ,家用电器,宏昌科技,16.0,54.0,35.0
301009.SZ,造纸,可靠股份,8.0,49.0,28.5
301010.SZ,其他建材,晶雪节能,16.0,51.0,33.5
301011.SZ,文教休闲,华立科技,16.0,53.0,34.5
301012.SZ,电气设备,扬电科技,8.0,44.0,26.0
301013.SZ,专用机械,利和兴,16.0,50.0,33.0
301015.SZ,医药商业,百洋医药,8.0,38.0,23.0
301016.SZ,运输设备,雷尔伟,16.0,50.0,33.0
301017.SZ,医药商业,漱玉平民,16.0,42.0,29.0
301018.SZ,专用机械,申菱环境,32.0,50.0,41.0
301019.SZ,塑料,宁波色母,8.0,53.0,30.5
301020.SZ,机械基件,密封科技,8.0,53.0,30.5
301021.SZ,元器件,英诺激光,8.0,42.0,25.0
301022.SZ,专用机械,海泰科,24.0,51.0,37.5
301023.SZ,电气设备,江南奕帆,8.0,57.0,32.5
301024.SZ,建筑工程,霍普股份,8.0,38.0,23.0
301025.SZ,出版业,读客文化,8.0,32.0,20.0
301026.SZ,小金属,浩通科技,24.0,50.0,37.0
301027.SZ,建筑工程,华蓝集团,16.0,50.0,33.0
301028.SZ,专用机械,东亚机械,24.0,51.0,37.5
301029.SZ,专用机械,怡合达,8.0,53.0,30.5
301030.SZ,环境保护,仕净科技,16.0,39.0,27.5
301031.SZ,电气设备,中熔电气,8.0,50.0,29.0
301032.SZ,机械基件,新柴股份,40.0,42.0,41.0
301033.SZ,医疗保健,迈普医学,8.0,45.0,26.5
301035.SZ,农药化肥,润丰股份,24.0,40.0,32.0
301036.SZ,染料涂料,双乐股份,32.0,43.0,37.5
301037.SZ,化工原料,保立佳,40.0,37.0,38.5
301038.SZ,建筑工程,深水规院,16.0,48.0,32.0
301039.SZ,汽车整车,中集车辆,32.0,50.0,41.0
301040.SZ,机械基件,中环海陆,24.0,49.0,36.5
301041.SZ,元器件,金百泽,24.0,48.0,36.0
301042.SZ,电器仪表,安联锐视,32.0,49.0,40.5
301043.SZ,机械基件,绿岛风,16.0,44.0,30.0
301045.SZ,元器件,天禄科技,24.0,49.0,36.5
301046.SZ,新型电力,能辉科技,16.0,36.0,26.0
301047.SZ,医疗保健,义翘神州,16.0,50.0,33.0
301048.SZ,运输设备,金鹰重工,24.0,52.0,38.0
301049.SZ,环境保护,超越科技,8.0,63.0,35.5
301050.SZ,航空,雷电微力,8.0,34.0,21.0
301051.SZ,元器件,信濠光电,24.0,64.0,44.0
301052.SZ,出版业,果麦文化,8.0,33.0,20.5
301053.SZ,专用机械,远信工业,24.0,56.0,40.0
301055.SZ,家居用品,张小泉,8.0,46.0,27.0
301056.SZ,运输设备,森赫股份,16.0,53.0,34.5
301057.SZ,化工原料,汇隆新材,24.0,56.0,40.0
301058.SZ,建筑工程,中粮工科,8.0,56.0,32.0
301059.SZ,化工原料,金三江,8.0,54.0,31.0
301060.SZ,医疗保健,兰卫医学,24.0,39.0,31.5
301061.SZ,家居用品,匠心家居,16.0,52.0,34.0
301062.SZ,广告包装,上海艾录,8.0,58.0,33.0
301063.SZ,电气设备,海锅股份,24.0,38.0,31.0
301065.SZ,化工原料,本立科技,16.0,54.0,35.0
301066.SZ,纺织,万事利,8.0,53.0,30.5
301067.SZ,元器件,显盈科技,24.0,54.0,39.0
301068.SZ,环境保护,大地海洋,16.0,50.0,33.0
301069.SZ,化工原料,凯盛新材,8.0,54.0,31.0
301070.SZ,机械基件,开勒股份,16.0,54.0,35.0
301071.SZ,矿物制品,力量钻石,8.0,44.0,26.0
301072.SZ,汽车配件,中捷精工,16.0,53.0,34.5
301073.SZ,酒店餐饮,君亭酒店,8.0,59.0,33.5
301075.SZ,化学制药,多瑞医药,16.0,58.0,37.0
301076.SZ,化工原料,新瀚新材,8.0,52.0,30.0
301077.SZ,化工原料,星华反光,16.0,50.0,33.0
301078.SZ,其他商业,孩子王,24.0,55.0,39.5
301079.SZ,机械基件,邵阳液压,16.0,40.0,28.0
301080.SZ,医疗保健,百普赛斯,8.0,48.0,28.0
301081.SZ,环境保护,严牌股份,16.0,55.0,35.5
301082.SZ,电气设备,久盛电气,24.0,50.0,37.0
301083.SZ,专用机械,百胜智能,24.0,56.0,40.0
301085.SZ,软件服务,亚康股份,32.0,57.0,44.5
301086.SZ,元器件,鸿富瀚,16.0,57.0,36.5
301087.SZ,医疗保健,可孚医疗,24.0,44.0,34.0
301088.SZ,服饰,戎美股份,8.0,54.0,31.0
301089.SZ,化学制药,拓新药业,8.0,50.0,29.0
301090.SZ,化工原料,华润材料,32.0,60.0,46.0
301091.SZ,建筑工程,深城交,16.0,62.0,39.0
301092.SZ,化工原料,争光股份,8.0,54.0,31.0
301093.SZ,医疗保健,华兰股份,24.0,52.0,38.0
301096.SZ,医疗保健,百诚医药,8.0,48.0,28.0
301098.SZ,建筑工程,金埔园林,16.0,42.0,29.0
301099.SZ,批发业,雅创电子,8.0,54.0,31.0
301100.SZ,化工原料,风光股份,8.0,56.0,32.0
301101.SZ,元器件,明月镜片,8.0,56.0,32.0
301106.SZ,元器件,骏成科技,0.0,55.0,27.5
301108.SZ,日用化工,洁雅股份,16.0,64.0,40.0
301111.SZ,中成药,粤万年青,8.0,46.0,27.0
301113.SZ,家居用品,雅艺科技,8.0,47.0,27.5
301116.SZ,食品,益客食品,0.0,50.0,25.0
301117.SZ,软件服务,佳缘科技,0.0,42.0,21.0
301118.SZ,化工原料,恒光股份,16.0,55.0,35.5
301119.SZ,汽车配件,正强股份,8.0,55.0,31.5
301122.SZ,医疗保健,采纳股份,0.0,45.0,22.5
301123.SZ,元器件,奕东电子,0.0,46.0,23.0
301126.SZ,医药商业,达嘉维康,16.0,34.0,25.0
301127.SZ,环境保护,天源环保,8.0,54.0,31.0
301128.SZ,专用机械,强瑞技术,16.0,50.0,33.0
301129.SZ,电器仪表,瑞纳智能,8.0,54.0,31.0
301130.SZ,化学制药,西点药业,0.0,53.0,26.5
301133.SZ,汽车配件,金钟股份,8.0,51.0,29.5
301136.SZ,建筑工程,招标股份,0.0,45.0,22.5
301138.SZ,专用机械,华研精机,8.0,55.0,31.5
301149.SZ,化工原料,隆华新材,24.0,57.0,40.5
301155.SZ,电气设备,海力风电,24.0,59.0,41.5
301158.SZ,专用机械,德石股份,0.0,41.0,20.5
301159.SZ,软件服务,三维天地,0.0,46.0,23.0
301166.SZ,医药商业,优宁维,8.0,49.0,28.5
301167.SZ,建筑工程,建研设计,8.0,54.0,31.0
301168.SZ,电气设备,通灵股份,16.0,57.0,36.5
301169.SZ,软件服务,零点有数,24.0,52.0,38.0
301177.SZ,服饰,迪阿股份,8.0,55.0,31.5
301178.SZ,软件服务,天亿马,24.0,50.0,37.0
301179.SZ,软件服务,泽宇智能,16.0,56.0,36.0
301180.SZ,元器件,万祥科技,16.0,56.0,36.0
301181.SZ,汽车配件,标榜股份,0.0,48.0,24.0
301182.SZ,元器件,凯旺科技,16.0,54.0,35.0
301185.SZ,软件服务,鸥玛软件,8.0,65.0,36.5
301186.SZ,专用机械,超达装备,16.0,56.0,36.0
301188.SZ,玻璃,力诺特玻,8.0,39.0,23.5
301189.SZ,通信设备,奥尼电子,16.0,61.0,38.5
301190.SZ,染料涂料,善水科技,8.0,51.0,29.5
301193.SZ,塑料,家联科技,24.0,56.0,40.0
301196.SZ,专用机械,唯科科技,0.0,49.0,24.5
301198.SZ,塑料,喜悦智行,8.0,51.0,29.5
301199.SZ,专用机械,迈赫股份,24.0,47.0,35.5
301201.SZ,化学制药,诚达药业,0.0,53.0,26.5
301206.SZ,食品,三元生物,0.0,67.0,33.5
301207.SZ,生物制药,华兰疫苗,0.0,41.0,20.5
301211.SZ,化学制药,亨迪药业,8.0,55.0,31.5
301213.SZ,软件服务,观想科技,8.0,42.0,25.0
301217.SZ,元器件,铜冠铜箔,0.0,46.0,23.0
301221.SZ,软件服务,光庭信息,8.0,61.0,34.5
301228.SZ,综合类,实朴检测,0.0,47.0,23.5
301229.SZ,汽车配件,纽泰格,0.0,48.0,24.0
301235.SZ,医疗保健,华康医疗,0.0,35.0,17.5
430047.BJ,None,诺思兰德,8.0,36.0,22.0
430090.BJ,None,同辉信息,32.0,31.0,31.5
430198.BJ,None,微创光电,16.0,47.0,31.5
430418.BJ,None,苏轴股份,32.0,65.0,48.5
430489.BJ,None,佳先股份,84.0,51.0,67.5
430510.BJ,None,丰光精密,8.0,59.0,33.5
600000.SH,银行,浦发银行,32.0,44.0,38.0
600004.SH,机场,白云机场,16.0,39.0,27.5
600006.SH,汽车整车,东风汽车,24.0,35.0,29.5
600007.SH,园区开发,中国国贸,16.0,68.0,42.0
600008.SH,环境保护,首创环保,40.0,57.0,48.5
600009.SH,机场,上海机场,8.0,62.0,35.0
600010.SH,普钢,包钢股份,8.0,42.0,25.0
600011.SH,火力发电,华能国际,24.0,60.0,42.0
600012.SH,路桥,皖通高速,16.0,47.0,31.5
600015.SH,银行,华夏银行,40.0,56.0,48.0
600016.SH,银行,民生银行,64.0,40.0,52.0
600017.SH,港口,日照港,24.0,44.0,34.0
600018.SH,港口,上港集团,8.0,69.0,38.5
600019.SH,普钢,宝钢股份,16.0,56.0,36.0
600020.SH,路桥,中原高速,32.0,56.0,44.0
600021.SH,火力发电,上海电力,24.0,49.0,36.5
600022.SH,普钢,山东钢铁,32.0,63.0,47.5
600023.SH,火力发电,浙能电力,24.0,58.0,41.0
600025.SH,水力发电,华能水电,16.0,55.0,35.5
600026.SH,水运,中远海能,24.0,53.0,38.5
600027.SH,火力发电,华电国际,40.0,77.0,58.5
600028.SH,石油加工,中国石化,56.0,53.0,54.5
600029.SH,空运,南方航空,44.0,43.0,43.5
600030.SH,证券,中信证券,32.0,62.0,47.0
600031.SH,工程机械,三一重工,24.0,53.0,38.5
600032.SH,新型电力,浙江新能,16.0,47.0,31.5
600033.SH,路桥,福建高速,24.0,64.0,44.0
600035.SH,路桥,楚天高速,32.0,55.0,43.5
600036.SH,银行,招商银行,20.0,62.0,41.0
600037.SH,影视音像,歌华有线,24.0,65.0,44.5
600038.SH,航空,中直股份,40.0,42.0,41.0
600039.SH,建筑工程,四川路桥,24.0,51.0,37.5
600048.SH,全国地产,保利发展,24.0,63.0,43.5
600050.SH,电信运营,中国联通,76.0,58.0,67.0
600051.SH,综合类,宁波联合,32.0,63.0,47.5
600052.SH,影视音像,东望时代,8.0,60.0,34.0
600053.SH,多元金融,九鼎投资,8.0,52.0,30.0
600054.SH,旅游景点,黄山旅游,24.0,48.0,36.0
600055.SH,医疗保健,万东医疗,24.0,55.0,39.5
600056.SH,医药商业,中国医药,24.0,47.0,35.5
600057.SH,仓储物流,厦门象屿,40.0,55.0,47.5
600058.SH,商贸代理,五矿发展,32.0,56.0,44.0
600059.SH,红黄酒,古越龙山,24.0,28.0,26.0
600060.SH,家用电器,海信视像,40.0,47.0,43.5
600061.SH,证券,国投资本,8.0,62.0,35.0
600062.SH,化学制药,华润双鹤,32.0,54.0,43.0
600063.SH,化纤,皖维高新,24.0,64.0,44.0
600064.SH,园区开发,南京高科,24.0,38.0,31.0
600066.SH,汽车整车,宇通客车,48.0,60.0,54.0
600067.SH,全国地产,冠城大通,24.0,41.0,32.5
600070.SH,互联网,浙江富润,32.0,52.0,42.0
600071.SH,元器件,凤凰光学,8.0,61.0,34.5
600072.SH,船舶,中船科技,0.0,49.0,24.5
600073.SH,食品,上海梅林,24.0,75.0,49.5
600075.SH,化工原料,新疆天业,40.0,62.0,51.0
600076.SH,其他建材,康欣新材,16.0,47.0,31.5
600077.SH,全国地产,宋都股份,32.0,42.0,37.0
600078.SH,化工原料,*ST澄星,32.0,40.0,36.0
600079.SH,化学制药,人福医药,32.0,58.0,45.0
600080.SH,中成药,金花股份,16.0,46.0,31.0
600081.SH,汽车配件,东风科技,32.0,56.0,44.0
600082.SH,园区开发,海泰发展,24.0,33.0,28.5
600083.SH,综合类,*ST博信,24.0,48.0,36.0
600084.SH,红黄酒,*ST中葡,8.0,34.0,21.0
600085.SH,中成药,同仁堂,24.0,58.0,41.0
600088.SH,影视音像,中视传媒,24.0,46.0,35.0
600089.SH,电气设备,特变电工,32.0,56.0,44.0
600090.SH,医药商业,*ST济堂,8.0,42.0,25.0
600091.SH,化工原料,*ST明科,8.0,46.0,27.0
600093.SH,多元金融,*ST易见,40.0,55.0,47.5
600094.SH,区域地产,大名城,32.0,62.0,47.0
600095.SH,证券,湘财股份,16.0,65.0,40.5
600096.SH,农药化肥,云天化,40.0,73.0,56.5
600097.SH,渔业,开创国际,24.0,63.0,43.5
600098.SH,火力发电,广州发展,32.0,58.0,45.0
600099.SH,汽车整车,林海股份,16.0,47.0,31.5
600100.SH,IT设备,同方股份,40.0,42.0,41.0
600101.SH,水力发电,明星电力,32.0,56.0,44.0
600103.SH,造纸,青山纸业,24.0,35.0,29.5
600104.SH,汽车整车,上汽集团,32.0,58.0,45.0
600105.SH,通信设备,永鼎股份,32.0,47.0,39.5
600106.SH,路桥,重庆路桥,8.0,53.0,30.5
600107.SH,服饰,美尔雅,16.0,39.0,27.5
600108.SH,种植业,亚盛集团,32.0,37.0,34.5
600109.SH,证券,国金证券,24.0,36.0,30.0
600110.SH,电气设备,诺德股份,16.0,65.0,40.5
600111.SH,小金属,北方稀土,24.0,54.0,39.0
600112.SH,电气设备,*ST天成,8.0,42.0,25.0
600113.SH,区域地产,浙江东日,16.0,60.0,38.0
600114.SH,机械基件,东睦股份,32.0,46.0,39.0
600115.SH,空运,中国东航,56.0,42.0,49.0
600116.SH,水力发电,三峡水利,24.0,37.0,30.5
600117.SH,特种钢,西宁特钢,40.0,49.0,44.5
600118.SH,航空,中国卫星,32.0,44.0,38.0
600119.SH,仓储物流,长江投资,16.0,33.0,24.5
600120.SH,多元金融,浙江东方,88.0,62.0,75.0
600121.SH,煤炭开采,郑州煤电,8.0,20.0,14.0
600122.SH,其他商业,ST宏图,24.0,42.0,33.0
600123.SH,煤炭开采,兰花科创,24.0,44.0,34.0
600125.SH,铁路,铁龙物流,48.0,24.0,36.0
600126.SH,普钢,杭钢股份,16.0,56.0,36.0
600127.SH,农业综合,金健米业,32.0,45.0,38.5
600128.SH,商贸代理,弘业股份,32.0,55.0,43.5
600129.SH,中成药,太极集团,40.0,51.0,45.5
600130.SH,通信设备,波导股份,24.0,42.0,33.0
600131.SH,通信设备,国网信通,24.0,57.0,40.5
600132.SH,啤酒,重庆啤酒,24.0,68.0,46.0
600133.SH,园区开发,东湖高新,40.0,55.0,47.5
600135.SH,化工原料,乐凯胶片,32.0,34.0,33.0
600136.SH,影视音像,当代文体,32.0,46.0,39.0
600137.SH,服饰,浪莎股份,16.0,39.0,27.5
600138.SH,旅游服务,中青旅,32.0,53.0,42.5
600139.SH,综合类,ST西源,16.0,47.0,31.5
600141.SH,化工原料,兴发集团,32.0,74.0,53.0
600143.SH,塑料,金发科技,40.0,67.0,53.5
600145.SH,房产服务,*ST新亿,8.0,42.0,25.0
600146.SH,服饰,*ST环球,8.0,38.0,23.0
600148.SH,汽车配件,长春一东,24.0,46.0,35.0
600149.SH,综合类,廊坊发展,16.0,49.0,32.5
600150.SH,船舶,中国船舶,32.0,48.0,40.0
600151.SH,汽车配件,航天机电,24.0,38.0,31.0
600152.SH,电气设备,维科技术,32.0,37.0,34.5
600153.SH,仓储物流,建发股份,40.0,44.0,42.0
600155.SH,证券,华创阳安,8.0,58.0,33.0
600156.SH,纺织,华升股份,24.0,45.0,34.5
600157.SH,火力发电,永泰能源,16.0,50.0,33.0
600158.SH,文教休闲,中体产业,16.0,40.0,28.0
600159.SH,区域地产,大龙地产,16.0,63.0,39.5
600160.SH,化工原料,巨化股份,32.0,51.0,41.5
600161.SH,生物制药,天坛生物,24.0,68.0,46.0
600162.SH,全国地产,香江控股,16.0,60.0,38.0
600163.SH,新型电力,中闽能源,16.0,62.0,39.0
600165.SH,化工原料,新日恒力,8.0,40.0,24.0
600166.SH,汽车整车,福田汽车,32.0,69.0,50.5
600167.SH,供气供热,联美控股,8.0,36.0,22.0
600168.SH,水务,武汉控股,32.0,52.0,42.0
600169.SH,工程机械,太原重工,24.0,34.0,29.0
600170.SH,建筑工程,上海建工,40.0,59.0,49.5
600171.SH,半导体,上海贝岭,24.0,45.0,34.5
600172.SH,矿物制品,黄河旋风,24.0,45.0,34.5
600173.SH,全国地产,卧龙地产,16.0,60.0,38.0
600176.SH,玻璃,中国巨石,16.0,47.0,31.5
600177.SH,服饰,雅戈尔,24.0,44.0,34.0
600178.SH,汽车配件,东安动力,40.0,42.0,41.0
600179.SH,仓储物流,安通控股,16.0,40.0,28.0
600180.SH,仓储物流,瑞茂通,32.0,60.0,46.0
600182.SH,汽车配件,SST佳通,32.0,59.0,45.5
600183.SH,元器件,生益科技,32.0,76.0,54.0
600184.SH,专用机械,光电股份,32.0,61.0,46.5
600185.SH,区域地产,格力地产,24.0,64.0,44.0
600186.SH,食品,莲花健康,24.0,57.0,40.5
600187.SH,水务,国中水务,8.0,32.0,20.0
600188.SH,煤炭开采,兖矿能源,32.0,62.0,47.0
600189.SH,软饮料,泉阳泉,24.0,28.0,26.0
600190.SH,港口,锦州港,32.0,48.0,40.0
600191.SH,食品,*ST华资,8.0,43.0,25.5
600192.SH,电气设备,长城电工,32.0,48.0,40.0
600193.SH,装修装饰,创兴资源,16.0,44.0,30.0
600195.SH,农业综合,中牧股份,24.0,43.0,33.5
600196.SH,化学制药,复星医药,24.0,46.0,35.0
600197.SH,白酒,伊力特,32.0,44.0,38.0
600198.SH,通信设备,*ST大唐,8.0,47.0,27.5
600199.SH,白酒,金种子酒,32.0,41.0,36.5
600200.SH,化学制药,江苏吴中,24.0,41.0,32.5
600201.SH,农业综合,生物股份,32.0,56.0,44.0
600202.SH,电气设备,哈空调,32.0,47.0,39.5
600203.SH,元器件,福日电子,40.0,46.0,43.0
600206.SH,半导体,有研新材,40.0,38.0,39.0
600207.SH,供气供热,安彩高科,24.0,31.0,27.5
600208.SH,全国地产,新湖中宝,8.0,54.0,31.0
600209.SH,装修装饰,*ST罗顿,8.0,47.0,27.5
600210.SH,广告包装,紫江企业,32.0,62.0,47.0
600211.SH,中成药,西藏药业,16.0,56.0,36.0
600212.SH,综合类,江泉实业,16.0,48.0,32.0
600213.SH,汽车整车,亚星客车,16.0,49.0,32.5
600215.SH,园区开发,派斯林,16.0,44.0,30.0
600216.SH,化学制药,浙江医药,32.0,55.0,43.5
600217.SH,环境保护,中再资环,24.0,63.0,43.5
600218.SH,农用机械,全柴动力,32.0,54.0,43.0
600219.SH,铝,南山铝业,16.0,55.0,35.5
600220.SH,纺织,江苏阳光,24.0,46.0,35.0
600221.SH,空运,*ST海航,24.0,39.0,31.5
600222.SH,中成药,太龙药业,24.0,43.0,33.5
600223.SH,区域地产,鲁商发展,24.0,54.0,39.0
600225.SH,区域地产,*ST松江,8.0,50.0,29.0
600226.SH,互联网,ST瀚叶,8.0,45.0,26.5
600227.SH,化学制药,圣济堂,32.0,45.0,38.5
600228.SH,互联网,返利科技,20.0,58.0,39.0
600229.SH,出版业,城市传媒,24.0,49.0,36.5
600230.SH,农药化肥,沧州大化,16.0,45.0,30.5
600231.SH,普钢,凌钢股份,24.0,54.0,39.0
600232.SH,纺织,金鹰股份,24.0,41.0,32.5
600233.SH,仓储物流,圆通速递,24.0,57.0,40.5
600234.SH,综合类,科新发展,24.0,58.0,41.0
600235.SH,造纸,民丰特纸,24.0,44.0,34.0
600236.SH,水力发电,桂冠电力,16.0,53.0,34.5
600237.SH,元器件,铜峰电子,16.0,57.0,36.5
600238.SH,红黄酒,海南椰岛,16.0,44.0,30.0
600239.SH,区域地产,*ST云城,24.0,47.0,35.5
600241.SH,电气设备,ST时万,24.0,40.0,32.0
600242.SH,软件服务,ST中昌,40.0,50.0,45.0
600243.SH,机床制造,青海华鼎,32.0,41.0,36.5
600246.SH,区域地产,万通发展,8.0,56.0,32.0
600248.SH,建筑工程,陕西建工,40.0,52.0,46.0
600249.SH,日用化工,两面针,24.0,39.0,31.5
600250.SH,商贸代理,南纺股份,24.0,48.0,36.0
600251.SH,农业综合,冠农股份,32.0,62.0,47.0
600252.SH,中成药,中恒集团,24.0,53.0,38.5
600255.SH,小金属,鑫科材料,24.0,47.0,35.5
600256.SH,石油开采,广汇能源,24.0,68.0,46.0
600257.SH,渔业,大湖股份,24.0,44.0,34.0
600258.SH,酒店餐饮,首旅酒店,16.0,44.0,30.0
600259.SH,小金属,广晟有色,32.0,40.0,36.0
600260.SH,通信设备,ST凯乐,40.0,56.0,48.0
600261.SH,家用电器,阳光照明,24.0,64.0,44.0
600262.SH,汽车整车,北方股份,16.0,54.0,35.0
600265.SH,林业,*ST景谷,8.0,56.0,32.0
600266.SH,区域地产,城建发展,32.0,51.0,41.5
600267.SH,化学制药,海正药业,40.0,47.0,43.5
600268.SH,电气设备,国电南自,40.0,60.0,50.0
600269.SH,路桥,赣粤高速,32.0,67.0,49.5
600271.SH,IT设备,航天信息,32.0,68.0,50.0
600272.SH,医药商业,开开实业,8.0,57.0,32.5
600273.SH,化工原料,嘉化能源,24.0,62.0,43.0
600275.SH,渔业,*ST昌鱼,8.0,54.0,31.0
600276.SH,化学制药,恒瑞医药,16.0,55.0,35.5
600277.SH,化工原料,亿利洁能,32.0,60.0,46.0
600278.SH,商贸代理,东方创业,32.0,51.0,41.5
600279.SH,港口,重庆港,32.0,50.0,41.0
600280.SH,百货,中央商场,32.0,34.0,33.0
600281.SH,综合类,华阳新材,16.0,55.0,35.5
600282.SH,普钢,南钢股份,24.0,47.0,35.5
600283.SH,水务,钱江水利,24.0,57.0,40.5
600284.SH,建筑工程,浦东建设,32.0,59.0,45.5
600285.SH,中成药,羚锐制药,24.0,59.0,41.5
600287.SH,商贸代理,江苏舜天,32.0,46.0,39.0
600288.SH,软件服务,大恒科技,32.0,43.0,37.5
600289.SH,软件服务,ST信通,24.0,55.0,39.5
600290.SH,电气设备,ST华仪,24.0,40.0,32.0
600291.SH,保险,*ST西水,8.0,26.0,17.0
600292.SH,环境保护,远达环保,32.0,66.0,49.0
600293.SH,玻璃,三峡新材,32.0,37.0,34.5
600295.SH,特种钢,鄂尔多斯,24.0,51.0,37.5
600297.SH,汽车服务,广汇汽车,40.0,59.0,49.5
600298.SH,食品,安琪酵母,16.0,60.0,38.0
600299.SH,化学制药,安迪苏,32.0,77.0,54.5
600300.SH,软饮料,ST维维,32.0,48.0,40.0
600301.SH,商贸代理,*ST南化,16.0,47.0,31.5
600302.SH,纺织机械,标准股份,40.0,42.0,41.0
600303.SH,汽车整车,曙光股份,24.0,47.0,35.5
600305.SH,食品,恒顺醋业,8.0,56.0,32.0
600306.SH,百货,*ST商城,8.0,47.0,27.5
600307.SH,普钢,酒钢宏兴,24.0,57.0,40.5
600308.SH,造纸,华泰股份,40.0,63.0,51.5
600309.SH,化工原料,万华化学,24.0,53.0,38.5
600310.SH,水力发电,桂东电力,40.0,50.0,45.0
600311.SH,黄金,ST荣华,24.0,29.0,26.5
600312.SH,电气设备,平高电气,32.0,61.0,46.5
600313.SH,种植业,农发种业,52.0,52.0,52.0
600315.SH,日用化工,上海家化,24.0,54.0,39.0
600316.SH,航空,洪都航空,32.0,43.0,37.5
600318.SH,多元金融,新力金融,16.0,66.0,41.0
600319.SH,化工原料,*ST亚星,8.0,32.0,20.0
600320.SH,工程机械,振华重工,32.0,48.0,40.0
600321.SH,其他建材,正源股份,16.0,51.0,33.5
600322.SH,区域地产,天房发展,24.0,51.0,37.5
600323.SH,环境保护,瀚蓝环境,32.0,69.0,50.5
600325.SH,区域地产,华发股份,32.0,69.0,50.5
600326.SH,水泥,西藏天路,24.0,37.0,30.5
600327.SH,汽车服务,大东方,24.0,43.0,33.5
600328.SH,化工原料,中盐化工,40.0,65.0,52.5
600329.SH,中成药,中新药业,24.0,52.0,38.0
600330.SH,元器件,天通股份,24.0,49.0,36.5
600331.SH,铅锌,宏达股份,16.0,44.0,30.0
600332.SH,中成药,白云山,40.0,53.0,46.5
600333.SH,供气供热,长春燃气,24.0,28.0,26.0
600335.SH,汽车配件,国机汽车,40.0,61.0,50.5
600336.SH,家用电器,澳柯玛,32.0,45.0,38.5
600337.SH,家居用品,美克家居,32.0,56.0,44.0
600338.SH,铅锌,西藏珠峰,8.0,61.0,34.5
600339.SH,石油加工,中油工程,32.0,51.0,41.5
600340.SH,区域地产,华夏幸福,40.0,56.0,48.0
600343.SH,航空,航天动力,24.0,43.0,33.5
600345.SH,通信设备,长江通信,8.0,49.0,28.5
600346.SH,化纤,恒力石化,32.0,68.0,50.0
600348.SH,煤炭开采,华阳股份,24.0,44.0,34.0
600350.SH,路桥,山东高速,32.0,60.0,46.0
600351.SH,中成药,亚宝药业,32.0,59.0,45.5
600352.SH,染料涂料,浙江龙盛,32.0,58.0,45.0
600353.SH,元器件,旭光电子,24.0,57.0,40.5
600354.SH,种植业,敦煌种业,60.0,41.0,50.5
600355.SH,元器件,精伦电子,16.0,53.0,34.5
600356.SH,造纸,恒丰纸业,32.0,62.0,47.0
600358.SH,旅游服务,国旅联合,24.0,49.0,36.5
600359.SH,农业综合,新农开发,16.0,55.0,35.5
600360.SH,半导体,华微电子,32.0,47.0,39.5
600361.SH,超市连锁,华联综超,32.0,48.0,40.0
600362.SH,铜,江西铜业,80.0,44.0,62.0
600363.SH,元器件,联创光电,24.0,63.0,43.5
600365.SH,红黄酒,ST通葡,32.0,45.0,38.5
600366.SH,矿物制品,宁波韵升,32.0,40.0,36.0
600367.SH,化工原料,红星发展,24.0,44.0,34.0
600368.SH,路桥,五洲交通,24.0,63.0,43.5
600369.SH,证券,西南证券,16.0,38.0,27.0
600370.SH,化工原料,三房巷,40.0,45.0,42.5
600371.SH,种植业,万向德农,8.0,57.0,32.5
600372.SH,航空,中航电子,32.0,50.0,41.0
600373.SH,出版业,中文传媒,24.0,49.0,36.5
600375.SH,汽车整车,汉马科技,16.0,54.0,35.0
600376.SH,区域地产,首开股份,40.0,52.0,46.0
600377.SH,路桥,宁沪高速,16.0,54.0,35.0
600378.SH,化工原料,昊华科技,16.0,53.0,34.5
600379.SH,电气设备,宝光股份,16.0,63.0,39.5
600380.SH,化学制药,健康元,32.0,60.0,46.0
600381.SH,医疗保健,青海春天,8.0,34.0,21.0
600382.SH,商贸代理,*ST广珠,8.0,59.0,33.5
600383.SH,全国地产,金地集团,24.0,49.0,36.5
600385.SH,化学制药,*ST金泰,8.0,48.0,28.0
600386.SH,汽车服务,北巴传媒,24.0,61.0,42.5
600387.SH,石油贸易,ST海越,32.0,39.0,35.5
600388.SH,环境保护,龙净环保,40.0,61.0,50.5
600389.SH,农药化肥,江山股份,16.0,53.0,34.5
600390.SH,多元金融,五矿资本,24.0,58.0,41.0
600391.SH,航空,航发科技,40.0,57.0,48.5
